# StudentID, Case,        InstCnt, MemAccess, Misses, MicroSeconds
260565522,   NaiveFA,     9349142,       586310,         177204,      27069
260565522,   Naive2Way,   9349142,       586310,         177204,      27069
260565522,   NaiveDirect, 9349142,       586310,         228450,      32194
260565522,   FastFA,      2691771,       509268,         18395,       4531
260565522,   Fast2Way,    2691771,       509268,         65547,       9246
260565522,   FastDirect,  2691771,       509268,         133664,      16058
